block,exp_event,task,timestamp,trial
2,Adjust Task begins for trial 53 in block 2,Adjust task,1575398341.017162,53
2,Adjust Task ends for trial 53 in block 2,,1575398343.066036,53
2,Ending trial 53 in block 2,End trial,1575398343.083721,53
2,Begin for trial 54 in block 2,Trial begins,1575398343.0849311,54
2,Fixation dot begins for trial 54 in block 2,Fixation dot,1575398343.0851672,54
2,Image onset for trial 54 in block 2,Image onset,1575398344.04054,54
2,Adjust Task begins for trial 54 in block 2,Adjust task,1575398345.601724,54
2,Adjust Task ends for trial 54 in block 2,,1575398348.133311,54
2,Ending trial 54 in block 2,End trial,1575398348.151973,54
2,Begin for trial 55 in block 2,Trial begins,1575398348.1531,55
2,Fixation dot begins for trial 55 in block 2,Fixation dot,1575398348.153313,55
2,Image onset for trial 55 in block 2,Image onset,1575398349.190006,55
2,Adjust Task begins for trial 55 in block 2,Adjust task,1575398350.786486,55
2,Adjust Task ends for trial 55 in block 2,,1575398352.867637,55
2,Ending trial 55 in block 2,End trial,1575398352.884112,55
2,Begin for trial 56 in block 2,Trial begins,1575398352.885451,56
2,Fixation dot begins for trial 56 in block 2,Fixation dot,1575398352.885671,56
2,Image onset for trial 56 in block 2,Image onset,1575398354.439092,56
2,Adjust Task begins for trial 56 in block 2,Adjust task,1575398355.999816,56
2,Adjust Task ends for trial 56 in block 2,,1575398357.666568,56
2,Ending trial 56 in block 2,End trial,1575398357.684173,56
2,Begin for trial 57 in block 2,Trial begins,1575398357.6853042,57
2,Fixation dot begins for trial 57 in block 2,Fixation dot,1575398357.6854331,57
2,Image onset for trial 57 in block 2,Image onset,1575398358.691513,57
2,Adjust Task begins for trial 57 in block 2,Adjust task,1575398360.25052,57
2,Adjust Task ends for trial 57 in block 2,,1575398361.4501219,57
2,Ending trial 57 in block 2,End trial,1575398361.467784,57
2,Begin for trial 58 in block 2,Trial begins,1575398361.4689229,58
2,Fixation dot begins for trial 58 in block 2,Fixation dot,1575398361.4690921,58
2,Image onset for trial 58 in block 2,Image onset,1575398362.657238,58
2,Adjust Task begins for trial 58 in block 2,Adjust task,1575398364.217301,58
2,Adjust Task ends for trial 58 in block 2,,1575398365.783974,58
2,Ending trial 58 in block 2,End trial,1575398365.8006122,58
2,Begin for trial 59 in block 2,Trial begins,1575398365.8017778,59
2,Fixation dot begins for trial 59 in block 2,Fixation dot,1575398365.801876,59
2,Image onset for trial 59 in block 2,Image onset,1575398367.109853,59
2,Adjust Task begins for trial 59 in block 2,Adjust task,1575398368.66626,59
2,Adjust Task ends for trial 59 in block 2,,1575398369.3341298,59
2,Ending trial 59 in block 2,End trial,1575398369.3509278,59
2,Begin for trial 60 in block 2,Trial begins,1575398369.351847,60
2,Fixation dot begins for trial 60 in block 2,Fixation dot,1575398369.3519418,60
2,Image onset for trial 60 in block 2,Image onset,1575398370.419672,60
2,Adjust Task begins for trial 60 in block 2,Adjust task,1575398371.983822,60
2,Adjust Task ends for trial 60 in block 2,,1575398373.733456,60
2,Ending trial 60 in block 2,End trial,1575398373.7505972,60
2,Begin for trial 61 in block 2,Trial begins,1575398373.751704,61
2,Fixation dot begins for trial 61 in block 2,Fixation dot,1575398373.7518349,61
2,Image onset for trial 61 in block 2,Image onset,1575398374.574692,61
2,Adjust Task begins for trial 61 in block 2,Adjust task,1575398376.11638,61
2,Adjust Task ends for trial 61 in block 2,,1575398376.683646,61
2,Ending trial 61 in block 2,End trial,1575398376.7030861,61
2,Begin for trial 62 in block 2,Trial begins,1575398376.704275,62
2,Fixation dot begins for trial 62 in block 2,Fixation dot,1575398376.704373,62
2,Image onset for trial 62 in block 2,Image onset,1575398377.4639812,62
2,Adjust Task begins for trial 62 in block 2,Adjust task,1575398379.019283,62
2,Adjust Task ends for trial 62 in block 2,,1575398382.55023,62
2,Ending trial 62 in block 2,End trial,1575398382.568343,62
2,Begin for trial 63 in block 2,Trial begins,1575398382.5692701,63
2,Fixation dot begins for trial 63 in block 2,Fixation dot,1575398382.5693922,63
2,Image onset for trial 63 in block 2,Image onset,1575398383.4169998,63
2,Adjust Task begins for trial 63 in block 2,Adjust task,1575398384.9518359,63
2,Adjust Task ends for trial 63 in block 2,,1575398387.9005198,63
2,Ending trial 63 in block 2,End trial,1575398387.917654,63
2,Begin for trial 64 in block 2,Trial begins,1575398387.918976,64
2,Fixation dot begins for trial 64 in block 2,Fixation dot,1575398387.9191449,64
2,Image onset for trial 64 in block 2,Image onset,1575398389.0347142,64
2,Adjust Task begins for trial 64 in block 2,Adjust task,1575398390.567874,64
2,Adjust Task ends for trial 64 in block 2,,1575398392.217559,64
2,Ending trial 64 in block 2,End trial,1575398392.2347982,64
2,Begin for trial 65 in block 2,Trial begins,1575398392.2359092,65
2,Fixation dot begins for trial 65 in block 2,Fixation dot,1575398392.236094,65
2,Image onset for trial 65 in block 2,Image onset,1575398393.3859231,65
2,Adjust Task begins for trial 65 in block 2,Adjust task,1575398394.9337358,65
2,Adjust Task ends for trial 65 in block 2,,1575398395.43468,65
2,Ending trial 65 in block 2,End trial,1575398395.451196,65
2,Begin for trial 66 in block 2,Trial begins,1575398395.452141,66
2,Fixation dot begins for trial 66 in block 2,Fixation dot,1575398395.452278,66
2,Image onset for trial 66 in block 2,Image onset,1575398396.6301792,66
2,Adjust Task begins for trial 66 in block 2,Adjust task,1575398398.1836858,66
2,Adjust Task ends for trial 66 in block 2,,1575398400.3342562,66
2,Ending trial 66 in block 2,End trial,1575398400.351328,66
2,Begin for trial 67 in block 2,Trial begins,1575398400.35234,67
2,Fixation dot begins for trial 67 in block 2,Fixation dot,1575398400.352483,67
2,Image onset for trial 67 in block 2,Image onset,1575398401.506755,67
2,Adjust Task begins for trial 67 in block 2,Adjust task,1575398403.050873,67
2,Adjust Task ends for trial 67 in block 2,,1575398404.7338681,67
2,Ending trial 67 in block 2,End trial,1575398404.7511392,67
2,Begin for trial 68 in block 2,Trial begins,1575398404.75213,68
2,Fixation dot begins for trial 68 in block 2,Fixation dot,1575398404.752218,68
2,Image onset for trial 68 in block 2,Image onset,1575398405.519202,68
2,Adjust Task begins for trial 68 in block 2,Adjust task,1575398407.084091,68
2,Adjust Task ends for trial 68 in block 2,,1575398408.450479,68
2,Ending trial 68 in block 2,End trial,1575398408.468599,68
2,Begin for trial 69 in block 2,Trial begins,1575398408.469414,69
2,Fixation dot begins for trial 69 in block 2,Fixation dot,1575398408.469504,69
2,Image onset for trial 69 in block 2,Image onset,1575398409.613188,69
2,Adjust Task begins for trial 69 in block 2,Adjust task,1575398411.167736,69
2,Adjust Task ends for trial 69 in block 2,,1575398411.684038,69
2,Ending trial 69 in block 2,End trial,1575398411.7017238,69
2,Begin for trial 70 in block 2,Trial begins,1575398411.702765,70
2,Fixation dot begins for trial 70 in block 2,Fixation dot,1575398411.702847,70
2,Image onset for trial 70 in block 2,Image onset,1575398412.6081789,70
2,Adjust Task begins for trial 70 in block 2,Adjust task,1575398414.1512089,70
2,Adjust Task ends for trial 70 in block 2,,1575398415.569056,70
2,Ending trial 70 in block 2,End trial,1575398415.5846589,70
2,Begin for trial 71 in block 2,Trial begins,1575398415.585679,71
2,Fixation dot begins for trial 71 in block 2,Fixation dot,1575398415.585757,71
2,Image onset for trial 71 in block 2,Image onset,1575398417.032058,71
2,Adjust Task begins for trial 71 in block 2,Adjust task,1575398418.601629,71
2,Adjust Task ends for trial 71 in block 2,,1575398419.551167,71
2,Ending trial 71 in block 2,End trial,1575398419.568388,71
2,Begin for trial 72 in block 2,Trial begins,1575398419.569529,72
2,Fixation dot begins for trial 72 in block 2,Fixation dot,1575398419.5697181,72
2,Image onset for trial 72 in block 2,Image onset,1575398420.7886798,72
2,Adjust Task begins for trial 72 in block 2,Adjust task,1575398422.350771,72
2,Adjust Task ends for trial 72 in block 2,,1575398424.0338,72
2,Ending trial 72 in block 2,End trial,1575398424.051928,72
2,Begin for trial 73 in block 2,Trial begins,1575398424.053062,73
2,Fixation dot begins for trial 73 in block 2,Fixation dot,1575398424.053288,73
2,Image onset for trial 73 in block 2,Image onset,1575398425.1954072,73
2,Adjust Task begins for trial 73 in block 2,Adjust task,1575398426.734677,73
2,Adjust Task ends for trial 73 in block 2,,1575398428.168256,73
2,Ending trial 73 in block 2,End trial,1575398428.185323,73
2,Begin for trial 74 in block 2,Trial begins,1575398428.186343,74
2,Fixation dot begins for trial 74 in block 2,Fixation dot,1575398428.186489,74
2,Image onset for trial 74 in block 2,Image onset,1575398429.7980301,74
2,Adjust Task begins for trial 74 in block 2,Adjust task,1575398431.369161,74
2,Adjust Task ends for trial 74 in block 2,,1575398434.252115,74
2,Ending trial 74 in block 2,End trial,1575398434.268544,74
2,Begin for trial 75 in block 2,Trial begins,1575398434.2698472,75
2,Fixation dot begins for trial 75 in block 2,Fixation dot,1575398434.269939,75
2,Image onset for trial 75 in block 2,Image onset,1575398435.219841,75
2,Adjust Task begins for trial 75 in block 2,Adjust task,1575398436.7699788,75
2,Adjust Task ends for trial 75 in block 2,,1575398437.333933,75
2,Ending trial 75 in block 2,End trial,1575398437.35198,75
2,Begin for trial 76 in block 2,Trial begins,1575398437.3530009,76
2,Fixation dot begins for trial 76 in block 2,Fixation dot,1575398437.3531451,76
2,Image onset for trial 76 in block 2,Image onset,1575398438.244608,76
2,Adjust Task begins for trial 76 in block 2,Adjust task,1575398439.8008661,76
2,Adjust Task ends for trial 76 in block 2,,1575398441.400702,76
2,Ending trial 76 in block 2,End trial,1575398441.418706,76
2,Begin for trial 77 in block 2,Trial begins,1575398441.41957,77
2,Fixation dot begins for trial 77 in block 2,Fixation dot,1575398441.419706,77
2,Image onset for trial 77 in block 2,Image onset,1575398442.443487,77
2,Adjust Task begins for trial 77 in block 2,Adjust task,1575398443.984523,77
2,Adjust Task ends for trial 77 in block 2,,1575398445.8011122,77
2,Ending trial 77 in block 2,End trial,1575398445.818974,77
2,Begin for trial 78 in block 2,Trial begins,1575398445.8200471,78
2,Fixation dot begins for trial 78 in block 2,Fixation dot,1575398445.820229,78
2,Image onset for trial 78 in block 2,Image onset,1575398447.492873,78
2,Adjust Task begins for trial 78 in block 2,Adjust task,1575398449.067631,78
2,Adjust Task ends for trial 78 in block 2,,1575398450.8192372,78
2,Ending trial 78 in block 2,End trial,1575398450.835194,78
2,Begin for trial 79 in block 2,Trial begins,1575398450.836122,79
2,Fixation dot begins for trial 79 in block 2,Fixation dot,1575398450.836242,79
2,Image onset for trial 79 in block 2,Image onset,1575398452.114273,79
2,Adjust Task begins for trial 79 in block 2,Adjust task,1575398453.668472,79
2,Adjust Task ends for trial 79 in block 2,,1575398455.435511,79
2,Ending trial 79 in block 2,End trial,1575398455.4518778,79
2,Begin for trial 80 in block 2,Trial begins,1575398455.453254,80
2,Fixation dot begins for trial 80 in block 2,Fixation dot,1575398455.4534678,80
2,Image onset for trial 80 in block 2,Image onset,1575398456.6541839,80
2,Adjust Task begins for trial 80 in block 2,Adjust task,1575398458.202751,80
2,Adjust Task ends for trial 80 in block 2,,1575398459.920208,80
2,Ending trial 80 in block 2,End trial,1575398459.935636,80
2,Begin for trial 81 in block 2,Trial begins,1575398459.936713,81
2,Fixation dot begins for trial 81 in block 2,Fixation dot,1575398459.936806,81
2,Image onset for trial 81 in block 2,Image onset,1575398461.161727,81
2,Adjust Task begins for trial 81 in block 2,Adjust task,1575398462.718395,81
2,Adjust Task ends for trial 81 in block 2,,1575398468.068655,81
2,Ending trial 81 in block 2,End trial,1575398468.088493,81
2,Begin for trial 82 in block 2,Trial begins,1575398468.089943,82
2,Fixation dot begins for trial 82 in block 2,Fixation dot,1575398468.090143,82
2,Image onset for trial 82 in block 2,Image onset,1575398469.537838,82
2,Adjust Task begins for trial 82 in block 2,Adjust task,1575398471.087096,82
2,Adjust Task ends for trial 82 in block 2,,1575398471.684934,82
2,Ending trial 82 in block 2,End trial,1575398471.7024782,82
2,Begin for trial 83 in block 2,Trial begins,1575398471.703446,83
2,Fixation dot begins for trial 83 in block 2,Fixation dot,1575398471.7035892,83
2,Image onset for trial 83 in block 2,Image onset,1575398472.8989792,83
2,Adjust Task begins for trial 83 in block 2,Adjust task,1575398474.451808,83
2,Adjust Task ends for trial 83 in block 2,,1575398474.902838,83
2,Ending trial 83 in block 2,End trial,1575398474.9187698,83
2,Begin for trial 84 in block 2,Trial begins,1575398474.9196181,84
2,Fixation dot begins for trial 84 in block 2,Fixation dot,1575398474.9197922,84
2,Image onset for trial 84 in block 2,Image onset,1575398476.038466,84
2,Adjust Task begins for trial 84 in block 2,Adjust task,1575398477.601804,84
2,Adjust Task ends for trial 84 in block 2,,1575398479.769709,84
2,Ending trial 84 in block 2,End trial,1575398479.786261,84
2,Begin for trial 85 in block 2,Trial begins,1575398479.787328,85
2,Fixation dot begins for trial 85 in block 2,Fixation dot,1575398479.787454,85
2,Image onset for trial 85 in block 2,Image onset,1575398480.900697,85
2,Adjust Task begins for trial 85 in block 2,Adjust task,1575398482.434858,85
2,Adjust Task ends for trial 85 in block 2,,1575398483.086598,85
2,Ending trial 85 in block 2,End trial,1575398483.103263,85
2,Block 2 Ends,,1575398483.18335,
3,Block 3 Begins,Block begins,1575398489.076992,
3,Begin for trial 1 in block 3,Trial begins,1575398489.1244218,1
3,Fixation dot begins for trial 1 in block 3,Fixation dot,1575398489.1245282,1
3,Image onset for trial 1 in block 3,Image onset,1575398490.459918,1
3,Adjust Task begins for trial 1 in block 3,Adjust task,1575398492.019281,1
3,Adjust Task ends for trial 1 in block 3,,1575398497.768806,1
3,Ending trial 1 in block 3,End trial,1575398497.7871318,1
3,Begin for trial 2 in block 3,Trial begins,1575398497.788099,2
3,Fixation dot begins for trial 2 in block 3,Fixation dot,1575398497.7881799,2
3,Image onset for trial 2 in block 3,Image onset,1575398498.6419919,2
3,Adjust Task begins for trial 2 in block 3,Adjust task,1575398500.2026072,2
3,Adjust Task ends for trial 2 in block 3,,1575398501.586269,2
3,Ending trial 2 in block 3,End trial,1575398501.6030169,2
3,Begin for trial 3 in block 3,Trial begins,1575398501.60383,3
3,Fixation dot begins for trial 3 in block 3,Fixation dot,1575398501.603928,3
3,Image onset for trial 3 in block 3,Image onset,1575398502.3635619,3
3,Adjust Task begins for trial 3 in block 3,Adjust task,1575398503.902555,3
3,Adjust Task ends for trial 3 in block 3,,1575398507.03666,3
3,Ending trial 3 in block 3,End trial,1575398507.052365,3
3,Begin for trial 4 in block 3,Trial begins,1575398507.053472,4
3,Fixation dot begins for trial 4 in block 3,Fixation dot,1575398507.0535622,4
3,Image onset for trial 4 in block 3,Image onset,1575398507.812073,4
3,Adjust Task begins for trial 4 in block 3,Adjust task,1575398509.352215,4
3,Adjust Task ends for trial 4 in block 3,,1575398512.869071,4
3,Ending trial 4 in block 3,End trial,1575398512.88723,4
3,Begin for trial 5 in block 3,Trial begins,1575398512.888253,5
3,Fixation dot begins for trial 5 in block 3,Fixation dot,1575398512.888405,5
3,Image onset for trial 5 in block 3,Image onset,1575398514.3980002,5
3,Adjust Task begins for trial 5 in block 3,Adjust task,1575398515.952519,5
3,Adjust Task ends for trial 5 in block 3,,1575398517.7357361,5
3,Ending trial 5 in block 3,End trial,1575398517.752953,5
3,Begin for trial 6 in block 3,Trial begins,1575398517.754399,6
3,Fixation dot begins for trial 6 in block 3,Fixation dot,1575398517.754643,6
3,Image onset for trial 6 in block 3,Image onset,1575398518.232457,6
3,Adjust Task begins for trial 6 in block 3,Adjust task,1575398519.752411,6
3,Adjust Task ends for trial 6 in block 3,,1575398521.071743,6
3,Ending trial 6 in block 3,End trial,1575398521.087374,6
3,Begin for trial 7 in block 3,Trial begins,1575398521.0884302,7
3,Fixation dot begins for trial 7 in block 3,Fixation dot,1575398521.0885608,7
3,Image onset for trial 7 in block 3,Image onset,1575398522.375654,7
3,Adjust Task begins for trial 7 in block 3,Adjust task,1575398523.936119,7
3,Adjust Task ends for trial 7 in block 3,,1575398525.6704352,7
3,Ending trial 7 in block 3,End trial,1575398525.686808,7
3,Begin for trial 8 in block 3,Trial begins,1575398525.687989,8
3,Fixation dot begins for trial 8 in block 3,Fixation dot,1575398525.688127,8
3,Image onset for trial 8 in block 3,Image onset,1575398527.239595,8
3,Adjust Task begins for trial 8 in block 3,Adjust task,1575398528.818998,8
3,Adjust Task ends for trial 8 in block 3,,1575398530.323626,8
3,Ending trial 8 in block 3,End trial,1575398530.336297,8
3,Begin for trial 9 in block 3,Trial begins,1575398530.3376179,9
3,Fixation dot begins for trial 9 in block 3,Fixation dot,1575398530.337844,9
3,Image onset for trial 9 in block 3,Image onset,1575398531.223271,9
3,Adjust Task begins for trial 9 in block 3,Adjust task,1575398532.768828,9
3,Adjust Task ends for trial 9 in block 3,,1575398534.203843,9
3,Ending trial 9 in block 3,End trial,1575398534.220441,9
3,Begin for trial 10 in block 3,Trial begins,1575398534.221497,10
3,Fixation dot begins for trial 10 in block 3,Fixation dot,1575398534.22159,10
3,Image onset for trial 10 in block 3,Image onset,1575398535.4191942,10
3,Adjust Task begins for trial 10 in block 3,Adjust task,1575398536.9871612,10
3,Adjust Task ends for trial 10 in block 3,,1575398537.7368581,10
3,Ending trial 10 in block 3,End trial,1575398537.752865,10
3,Begin for trial 11 in block 3,Trial begins,1575398537.753911,11
3,Fixation dot begins for trial 11 in block 3,Fixation dot,1575398537.754098,11
3,Image onset for trial 11 in block 3,Image onset,1575398539.21135,11
3,Adjust Task begins for trial 11 in block 3,Adjust task,1575398540.753243,11
3,Adjust Task ends for trial 11 in block 3,,1575398541.3042061,11
3,Ending trial 11 in block 3,End trial,1575398541.3195179,11
3,Begin for trial 12 in block 3,Trial begins,1575398541.32027,12
3,Fixation dot begins for trial 12 in block 3,Fixation dot,1575398541.3203468,12
3,Image onset for trial 12 in block 3,Image onset,1575398542.581961,12
3,Adjust Task begins for trial 12 in block 3,Adjust task,1575398544.152822,12
3,Adjust Task ends for trial 12 in block 3,,1575398544.670224,12
3,Ending trial 12 in block 3,End trial,1575398544.6879182,12
3,Begin for trial 13 in block 3,Trial begins,1575398544.6888971,13
3,Fixation dot begins for trial 13 in block 3,Fixation dot,1575398544.68901,13
3,Image onset for trial 13 in block 3,Image onset,1575398545.921897,13
3,Adjust Task begins for trial 13 in block 3,Adjust task,1575398547.503045,13
3,Adjust Task ends for trial 13 in block 3,,1575398548.520462,13
3,Ending trial 13 in block 3,End trial,1575398548.537456,13
3,Begin for trial 14 in block 3,Trial begins,1575398548.538356,14
3,Fixation dot begins for trial 14 in block 3,Fixation dot,1575398548.538465,14
3,Image onset for trial 14 in block 3,Image onset,1575398549.553388,14
3,Adjust Task begins for trial 14 in block 3,Adjust task,1575398551.1027899,14
3,Adjust Task ends for trial 14 in block 3,,1575398553.670319,14
3,Ending trial 14 in block 3,End trial,1575398553.687603,14
3,Begin for trial 15 in block 3,Trial begins,1575398553.6886668,15
3,Fixation dot begins for trial 15 in block 3,Fixation dot,1575398553.6888509,15
3,Image onset for trial 15 in block 3,Image onset,1575398554.7157881,15
3,Adjust Task begins for trial 15 in block 3,Adjust task,1575398556.288455,15
3,Adjust Task ends for trial 15 in block 3,,1575398556.870474,15
3,Ending trial 15 in block 3,End trial,1575398556.8873441,15
3,Begin for trial 16 in block 3,Trial begins,1575398556.8885398,16
3,Fixation dot begins for trial 16 in block 3,Fixation dot,1575398556.888631,16
3,Image onset for trial 16 in block 3,Image onset,1575398557.9811342,16
3,Adjust Task begins for trial 16 in block 3,Adjust task,1575398559.552643,16
3,Adjust Task ends for trial 16 in block 3,,1575398560.9882429,16
3,Ending trial 16 in block 3,End trial,1575398561.0055768,16
3,Begin for trial 17 in block 3,Trial begins,1575398561.0068622,17
3,Fixation dot begins for trial 17 in block 3,Fixation dot,1575398561.007034,17
3,Image onset for trial 17 in block 3,Image onset,1575398562.3323069,17
3,Adjust Task begins for trial 17 in block 3,Adjust task,1575398563.886558,17
3,Adjust Task ends for trial 17 in block 3,,1575398569.236691,17
3,Ending trial 17 in block 3,End trial,1575398569.2543402,17
3,Begin for trial 18 in block 3,Trial begins,1575398569.255757,18
3,Fixation dot begins for trial 18 in block 3,Fixation dot,1575398569.255959,18
3,Image onset for trial 18 in block 3,Image onset,1575398570.6613948,18
3,Adjust Task begins for trial 18 in block 3,Adjust task,1575398572.2038028,18
3,Adjust Task ends for trial 18 in block 3,,1575398574.457206,18
3,Ending trial 18 in block 3,End trial,1575398574.470582,18
3,Begin for trial 19 in block 3,Trial begins,1575398574.471686,19
3,Fixation dot begins for trial 19 in block 3,Fixation dot,1575398574.47182,19
3,Image onset for trial 19 in block 3,Image onset,1575398575.611776,19
3,Adjust Task begins for trial 19 in block 3,Adjust task,1575398577.1536791,19
3,Adjust Task ends for trial 19 in block 3,,1575398580.40389,19
3,Ending trial 19 in block 3,End trial,1575398580.421741,19
3,Begin for trial 20 in block 3,Trial begins,1575398580.4228349,20
3,Fixation dot begins for trial 20 in block 3,Fixation dot,1575398580.4230342,20
3,Image onset for trial 20 in block 3,Image onset,1575398581.377623,20
3,Adjust Task begins for trial 20 in block 3,Adjust task,1575398582.9196959,20
3,Adjust Task ends for trial 20 in block 3,,1575398584.620018,20
3,Ending trial 20 in block 3,End trial,1575398584.638806,20
3,Begin for trial 21 in block 3,Trial begins,1575398584.639908,21
3,Fixation dot begins for trial 21 in block 3,Fixation dot,1575398584.640054,21
3,Image onset for trial 21 in block 3,Image onset,1575398585.81315,21
3,Adjust Task begins for trial 21 in block 3,Adjust task,1575398587.3701608,21
3,Adjust Task ends for trial 21 in block 3,,1575398588.919908,21
3,Ending trial 21 in block 3,End trial,1575398588.938227,21
3,Begin for trial 22 in block 3,Trial begins,1575398588.939231,22
3,Fixation dot begins for trial 22 in block 3,Fixation dot,1575398588.9393458,22
3,Image onset for trial 22 in block 3,Image onset,1575398590.48886,22
3,Adjust Task begins for trial 22 in block 3,Adjust task,1575398592.0537758,22
3,Adjust Task ends for trial 22 in block 3,,1575398593.6708338,22
3,Ending trial 22 in block 3,End trial,1575398593.6889658,22
3,Begin for trial 23 in block 3,Trial begins,1575398593.6902258,23
3,Fixation dot begins for trial 23 in block 3,Fixation dot,1575398593.690361,23
3,Image onset for trial 23 in block 3,Image onset,1575398595.0534039,23
3,Adjust Task begins for trial 23 in block 3,Adjust task,1575398596.603877,23
3,Adjust Task ends for trial 23 in block 3,,1575398597.804733,23
3,Ending trial 23 in block 3,End trial,1575398597.821355,23
3,Begin for trial 24 in block 3,Trial begins,1575398597.8223932,24
3,Fixation dot begins for trial 24 in block 3,Fixation dot,1575398597.8224719,24
3,Image onset for trial 24 in block 3,Image onset,1575398599.497514,24
3,Adjust Task begins for trial 24 in block 3,Adjust task,1575398601.071379,24
3,Adjust Task ends for trial 24 in block 3,,1575398603.8701289,24
3,Ending trial 24 in block 3,End trial,1575398603.8884869,24
3,Begin for trial 25 in block 3,Trial begins,1575398603.889921,25
3,Fixation dot begins for trial 25 in block 3,Fixation dot,1575398603.8901188,25
3,Image onset for trial 25 in block 3,Image onset,1575398605.2220101,25
3,Adjust Task begins for trial 25 in block 3,Adjust task,1575398606.8213508,25
3,Adjust Task ends for trial 25 in block 3,,1575398608.353857,25
3,Ending trial 25 in block 3,End trial,1575398608.3741992,25
3,Begin for trial 26 in block 3,Trial begins,1575398608.375319,26
3,Fixation dot begins for trial 26 in block 3,Fixation dot,1575398608.3754508,26
3,Image onset for trial 26 in block 3,Image onset,1575398609.0626812,26
3,Adjust Task begins for trial 26 in block 3,Adjust task,1575398610.6049669,26
3,Adjust Task ends for trial 26 in block 3,,1575398613.104762,26
3,Ending trial 26 in block 3,End trial,1575398613.124425,26
3,Begin for trial 27 in block 3,Trial begins,1575398613.1255639,27
3,Fixation dot begins for trial 27 in block 3,Fixation dot,1575398613.1257658,27
3,Image onset for trial 27 in block 3,Image onset,1575398614.396539,27
3,Adjust Task begins for trial 27 in block 3,Adjust task,1575398615.954402,27
3,Adjust Task ends for trial 27 in block 3,,1575398617.822277,27
3,Ending trial 27 in block 3,End trial,1575398617.837922,27
3,Begin for trial 28 in block 3,Trial begins,1575398617.839083,28
3,Fixation dot begins for trial 28 in block 3,Fixation dot,1575398617.839374,28
3,Image onset for trial 28 in block 3,Image onset,1575398618.922218,28
3,Adjust Task begins for trial 28 in block 3,Adjust task,1575398620.487669,28
3,Adjust Task ends for trial 28 in block 3,,1575398621.904417,28
3,Ending trial 28 in block 3,End trial,1575398621.921791,28
3,Begin for trial 29 in block 3,Trial begins,1575398621.922883,29
3,Fixation dot begins for trial 29 in block 3,Fixation dot,1575398621.9230149,29
3,Image onset for trial 29 in block 3,Image onset,1575398623.063573,29
3,Adjust Task begins for trial 29 in block 3,Adjust task,1575398624.622832,29
3,Adjust Task ends for trial 29 in block 3,,1575398627.1740339,29
3,Ending trial 29 in block 3,End trial,1575398627.1874619,29
3,Begin for trial 30 in block 3,Trial begins,1575398627.188401,30
3,Fixation dot begins for trial 30 in block 3,Fixation dot,1575398627.188651,30
3,Image onset for trial 30 in block 3,Image onset,1575398628.553855,30
3,Adjust Task begins for trial 30 in block 3,Adjust task,1575398630.104945,30
3,Adjust Task ends for trial 30 in block 3,,1575398631.505474,30
3,Ending trial 30 in block 3,End trial,1575398631.524351,30
3,Begin for trial 31 in block 3,Trial begins,1575398631.525482,31
3,Fixation dot begins for trial 31 in block 3,Fixation dot,1575398631.525676,31
3,Image onset for trial 31 in block 3,Image onset,1575398632.566027,31
3,Adjust Task begins for trial 31 in block 3,Adjust task,1575398634.104269,31
3,Adjust Task ends for trial 31 in block 3,,1575398634.73915,31
3,Ending trial 31 in block 3,End trial,1575398634.754713,31
3,Begin for trial 32 in block 3,Trial begins,1575398634.7557352,32
3,Fixation dot begins for trial 32 in block 3,Fixation dot,1575398634.7558699,32
3,Image onset for trial 32 in block 3,Image onset,1575398635.630194,32
3,Adjust Task begins for trial 32 in block 3,Adjust task,1575398637.154955,32
3,Adjust Task ends for trial 32 in block 3,,1575398637.6589708,32
3,Ending trial 32 in block 3,End trial,1575398637.671099,32
3,Begin for trial 33 in block 3,Trial begins,1575398637.6721191,33
3,Fixation dot begins for trial 33 in block 3,Fixation dot,1575398637.672235,33
3,Image onset for trial 33 in block 3,Image onset,1575398638.623921,33
3,Adjust Task begins for trial 33 in block 3,Adjust task,1575398640.171372,33
3,Adjust Task ends for trial 33 in block 3,,1575398641.106299,33
3,Ending trial 33 in block 3,End trial,1575398641.123596,33
3,Begin for trial 34 in block 3,Trial begins,1575398641.1246421,34
3,Fixation dot begins for trial 34 in block 3,Fixation dot,1575398641.124723,34
3,Image onset for trial 34 in block 3,Image onset,1575398641.983989,34
3,Adjust Task begins for trial 34 in block 3,Adjust task,1575398643.555205,34
3,Adjust Task ends for trial 34 in block 3,,1575398644.155143,34
3,Ending trial 34 in block 3,End trial,1575398644.171796,34
3,Begin for trial 35 in block 3,Trial begins,1575398644.17297,35
3,Fixation dot begins for trial 35 in block 3,Fixation dot,1575398644.173103,35
3,Image onset for trial 35 in block 3,Image onset,1575398644.803356,35
3,Adjust Task begins for trial 35 in block 3,Adjust task,1575398646.338014,35
3,Adjust Task ends for trial 35 in block 3,,1575398647.9883862,35
3,Ending trial 35 in block 3,End trial,1575398648.005523,35
3,Begin for trial 36 in block 3,Trial begins,1575398648.0066361,36
3,Fixation dot begins for trial 36 in block 3,Fixation dot,1575398648.0067258,36
3,Image onset for trial 36 in block 3,Image onset,1575398649.176785,36
3,Adjust Task begins for trial 36 in block 3,Adjust task,1575398650.7243788,36
3,Adjust Task ends for trial 36 in block 3,,1575398651.305026,36
3,Ending trial 36 in block 3,End trial,1575398651.322471,36
3,Begin for trial 37 in block 3,Trial begins,1575398651.323466,37
3,Fixation dot begins for trial 37 in block 3,Fixation dot,1575398651.323555,37
3,Image onset for trial 37 in block 3,Image onset,1575398652.4589682,37
