stimulusID,morphID,RT,trialNumber,blockNumber,stimLocationDeg,shifted_stimulusID,shifted_stimLocationDeg,shifted_morphID,Error,responseError,Stim_diff,DoVM_values,bootstrap_values,Running_Mean
104.0,77.0,6.314183235168457,40.0,1.0,238.0,10.0,254.0,133.0,-25.0,-21.301914489469667,-54.0,-0.006275814623407865,-1.9759224782091973,0.5344878838875429
10.0,133.0,5.348889112472534,41.0,1.0,254.0,138.0,318.0,6.0,16.0,16.82470694870034,20.0,1.1263704845366287,1.4341283881004532,0.9468081259673599
138.0,6.0,1.83264684677124,42.0,1.0,318.0,32.0,183.0,35.0,3.0,0.0001235056247708144,-42.0,-0.04840973530807107,1.7776229252446527,0.11818864681143927
32.0,35.0,5.398375034332275,43.0,1.0,183.0,8.0,129.0,5.0,-3.0,-0.5150474644373517,24.0,0.7508384739882239,0.692116749356016,0.27356020137768816
8.0,5.0,5.385473251342773,44.0,1.0,129.0,34.0,77.0,35.0,1.0,-2.035260089963856,-26.0,-0.5896170446537395,-1.526588056231602,-0.01778359351942645
34.0,35.0,2.4670579433441158,45.0,1.0,77.0,41.0,267.0,33.0,-8.0,-9.060492060240222,-7.0,-1.387358843585305,2.1726016111812636,0.7713575202290157
41.0,33.0,2.7130608558654785,46.0,1.0,267.0,33.0,295.0,33.0,0.0,-3.0597733493875126,8.0,1.4989201538325956,1.5825298163595443,0.5711608077091865
33.0,33.0,2.1505479812622066,47.0,1.0,295.0,51.0,303.0,50.0,-1.0,1.4967920668333932,-18.0,-1.3181366381944388,-2.9301801544260395,0.6053198324573784
51.0,50.0,3.2330989837646484,48.0,1.0,303.0,18.0,266.0,18.0,0.0,4.239193315106007,33.0,0.2167514817592885,-1.8712727823764297,0.12614645892166518
18.0,18.0,3.017187118530273,49.0,1.0,266.0,42.0,201.0,43.0,1.0,0.370868345828967,-24.0,-0.7508384739882239,3.9998429138312086,-1.023815022966882
42.0,43.0,3.40389084815979,50.0,1.0,201.0,73.0,75.0,82.0,9.0,4.5950262363232355,-31.0,-0.29448966368221435,0.10357229613697473,-1.0317649037424483
73.0,82.0,5.927106857299805,51.0,1.0,75.0,117.0,74.0,132.0,15.0,14.144031519600674,-44.0,-0.034256808769993055,-2.1291301267484,-0.5573947606977808
117.0,132.0,3.7673549652099614,52.0,1.0,74.0,53.0,26.0,53.0,0.0,2.7009086193440908,64.0,0.001288848904341217,0.7106287632420472,0.791157040214075
53.0,53.0,4.9344308376312265,53.0,1.0,26.0,123.0,198.0,120.0,-3.0,-1.2082906310958492,-70.0,-0.000433382503226724,3.2953191221240075,0.467312745574456
123.0,120.0,6.751023769378662,54.0,1.0,198.0,30.0,226.0,30.0,0.0,-2.616883444484074,-55.0,-0.00533191752597667,1.6985360123007762,0.9903702206844659
30.0,30.0,5.385494947433472,55.0,1.0,226.0,133.0,16.0,105.0,-28.0,-24.107881058406235,45.0,0.028813612302204892,0.7407065599448674,-0.48367724476562907
133.0,105.0,2.9681649208068848,56.0,1.0,16.0,13.0,147.0,20.0,7.0,11.975442718520029,-28.0,-0.4529589685170412,2.8899140707565074,-0.15606368513862562
70.0,118.0,4.004724979400635,58.0,1.0,13.0,144.0,322.0,2.0,6.0,3.587475090534838,-74.0,-8.026317919216226e-05,2.3891226877647793,1.259905254994897
144.0,2.0,8.884417772293089,59.0,1.0,322.0,36.0,290.0,38.0,2.0,-0.7535190765976267,-40.0,-0.06827138198696085,5.393914387811716,1.4228223410395924
36.0,38.0,5.914223909378053,60.0,1.0,290.0,80.0,60.0,83.0,3.0,-3.3522779618385243,-44.0,-0.034256808769993055,0.3945389786354256,1.7265953904756062
80.0,83.0,5.554143190383911,61.0,1.0,60.0,129.0,37.0,111.0,-18.0,-13.964402365675198,-49.0,-0.014484874555028195,4.58160816110728,0.7441944696258589
129.0,111.0,5.2018089294433585,62.0,1.0,37.0,99.0,327.0,100.0,1.0,-3.3307512370403742,30.0,0.34137578461533263,0.7887321969430493,0.4144541774499882
99.0,100.0,2.249662160873413,63.0,1.0,327.0,2.0,226.0,5.0,3.0,9.400146515680916,-51.0,-0.01032508313320465,2.764041822304511,-0.22299839160335272
2.0,5.0,5.9657087326049805,64.0,1.0,226.0,19.0,214.0,9.0,-10.0,-6.277707592148715,-17.0,-1.4074624275440564,5.065145046689221,-1.0261372930186738
19.0,9.0,7.153541088104247,65.0,1.0,214.0,97.0,277.0,142.0,45.0,40.32448859623463,70.0,0.000433382503226724,1.7062698975797104,-1.5600786009047336
97.0,142.0,4.750194311141968,66.0,1.0,277.0,145.0,342.0,142.0,-3.0,-4.532579303579212,-48.0,-0.017183834213329263,5.337349168427509,-1.454092857328596
145.0,142.0,6.01620078086853,67.0,1.0,342.0,109.0,137.0,126.0,17.0,14.098909101293486,36.0,0.13379175826246062,2.6443049860245416,-1.938365905603556
109.0,126.0,5.9337217807769775,68.0,1.0,137.0,59.0,233.0,40.0,-19.0,-17.107477406029034,50.0,0.012222232832538059,5.963768805186468,-1.723738487144477
59.0,40.0,3.6340360641479488,69.0,1.0,233.0,96.0,220.0,103.0,7.0,2.1418207305093233,-37.0,-0.11336900510493318,2.1296685229837977,-1.8580755708494083
96.0,103.0,5.88212776184082,70.0,1.0,220.0,9.0,56.0,3.0,-6.0,-2.9099470007551886,-61.0,-0.002062096633576252,0.9407405142255645,-1.8580755708494083
9.0,3.0,4.667065143585205,71.0,1.0,56.0,105.0,169.0,112.0,7.0,3.531276101398305,52.0,0.008733733808062347,0.06745902702451358,-1.4825517212071244
105.0,112.0,2.8320040702819824,72.0,1.0,169.0,93.0,272.0,80.0,-13.0,-18.425961005187958,12.0,1.6723783670195536,2.3004446446701183,-1.4825517212071244
93.0,80.0,3.101294755935669,73.0,1.0,272.0,4.0,202.0,10.0,6.0,8.395459733976145,-59.0,-0.002818310551944469,1.9238150806784056,-1.510458707053448
4.0,10.0,6.132215023040772,74.0,1.0,202.0,55.0,38.0,47.0,-8.0,-5.335715088461882,-51.0,-0.01032508313320465,1.9979159268938416,-2.082231348287465
55.0,47.0,4.732550859451294,75.0,1.0,38.0,37.0,184.0,39.0,2.0,-0.510120132966108,18.0,1.3181366381944388,3.474777513470706,-1.1289725342169423
37.0,39.0,3.0029909610748287,76.0,1.0,184.0,146.0,223.0,3.0,5.0,5.27390599042684,39.0,0.08096041993432934,1.115632081663847,-1.1289725342169423
146.0,3.0,2.531318187713623,77.0,1.0,223.0,49.0,127.0,55.0,6.0,8.066249912012779,-51.0,-0.01032508313320465,5.188155178862081,0.5001177568432723
49.0,55.0,2.8477261066436768,78.0,1.0,127.0,72.0,276.0,69.0,-3.0,-6.983118385405589,-23.0,-0.8395797888666693,0.4159384455621651,-0.3656846079629438
72.0,69.0,4.782490015029907,79.0,1.0,276.0,64.0,176.0,62.0,-2.0,-2.09668938811501,8.0,1.4989201538325956,0.8262512149477136,-2.393244826957613
64.0,62.0,4.181318283081056,80.0,1.0,176.0,126.0,65.0,116.0,-10.0,-6.874870798736595,-62.0,-0.0017645800969713495,3.650257386148634,-2.855598901989973
126.0,116.0,4.383918046951294,81.0,1.0,65.0,1.0,52.0,131.0,-18.0,-7.584312066046083,-23.0,-0.8395797888666693,4.713166471391656,-3.492668772043574
1.0,131.0,4.3996970653533936,82.0,1.0,52.0,43.0,244.0,48.0,5.0,4.809241332940019,-42.0,-0.04840973530807107,2.6867320698941946,-2.2965400667208105
43.0,48.0,6.230996370315553,83.0,1.0,244.0,57.0,102.0,39.0,-18.0,-15.61090928031507,-14.0,-1.6150047384475372,6.767268603100454,-2.1045416439563946
57.0,39.0,6.8175299167633066,84.0,1.0,102.0,25.0,334.0,26.0,1.0,0.7619368176738135,32.0,0.25308483900044704,2.186193516706808,-2.091315685865538
,,,,,,,,,,,,,2.177095752593539,0.24781808198591562
13.0,17.0,2.93355393409729,1.0,2.0,273.0,83.0,174.0,87.0,4.0,-2.5794843018844062,-70.0,-0.000433382503226724,0.2588097961929895,2.0392958049051786
83.0,87.0,3.6639928817749023,2.0,2.0,174.0,22.0,182.0,142.0,-28.0,-26.205396910845877,61.0,0.002062096633576252,0.9423856843906617,2.3345731288897333
22.0,142.0,4.117244005203247,3.0,2.0,182.0,46.0,20.0,67.0,21.0,22.068891932312113,-24.0,-0.7508384739882239,1.825445838078277,2.5992844444663463
46.0,67.0,3.4169702529907227,4.0,2.0,20.0,59.0,67.0,70.0,11.0,12.892522593970966,-13.0,-1.6537931930582213,-0.21578778358835887,2.1426873669311353
59.0,70.0,3.699970245361328,5.0,2.0,67.0,89.0,36.0,107.0,18.0,11.877028700801532,-30.0,-0.34137578461533263,1.3311301199228915,2.168352325716902
89.0,107.0,4.1495580673217765,6.0,2.0,36.0,39.0,337.0,35.0,-4.0,-5.860982076599669,50.0,0.012222232832538059,0.8860977549365128,2.1432558405481035
39.0,35.0,4.262841701507568,7.0,2.0,337.0,101.0,45.0,109.0,8.0,3.981943620411414,-62.0,-0.0017645800969713495,2.524376585486452,2.1432558405481035
101.0,109.0,4.229447841644287,8.0,2.0,45.0,42.0,268.0,43.0,1.0,0.370868345828967,59.0,0.002818310551944469,2.5731805776268035,2.1432558405481035
42.0,43.0,5.651026248931885,9.0,2.0,268.0,143.0,230.0,5.0,10.0,7.389461007600232,47.0,0.02040289606276088,-2.0486542745418173,2.026836611205769
143.0,5.0,3.9132237434387207,10.0,2.0,230.0,103.0,31.0,96.0,-7.0,-10.734724349814371,40.0,0.06827138198696085,-1.4167976263790394,2.3098194808537884
103.0,96.0,3.5170397758483887,11.0,2.0,31.0,84.0,68.0,80.0,-4.0,-10.578856301166127,19.0,1.2235852189328544,3.1872300728924436,1.4969257095555397
84.0,80.0,11.316996812820435,12.0,2.0,68.0,63.0,246.0,64.0,1.0,1.3652648003153445,21.0,1.0287453290795785,3.6423207989405504,1.4217189520955642
63.0,64.0,3.534046173095703,13.0,2.0,246.0,34.0,256.0,30.0,-4.0,-7.035260089963856,29.0,0.3941039815601189,2.368744133327602,1.2298246409881617
34.0,30.0,5.167743921279907,14.0,2.0,256.0,8.0,56.0,145.0,-11.0,-8.515047464437352,26.0,0.5896170446537395,5.497479447136949,1.378560851113095
8.0,145.0,15.432130098342896,15.0,2.0,56.0,95.0,111.0,93.0,-2.0,-7.045661358400423,61.0,0.002062096633576252,1.8186485262856678,0.9946894811888226
95.0,93.0,2.2339389324188232,16.0,2.0,111.0,58.0,197.0,54.0,-4.0,-1.833126903935522,37.0,0.11336900510493318,0.9536538756449902,1.1881805517945576
58.0,54.0,10.20206069946289,17.0,2.0,197.0,75.0,279.0,90.0,15.0,9.846367374355566,-17.0,-1.4074624275440564,-0.8081531137430878,1.1760021593911079
75.0,90.0,5.70015811920166,18.0,2.0,279.0,128.0,336.0,87.0,-41.0,-37.19566091506982,-53.0,-0.007398007041031753,1.5781437169479984,1.013553547793599
128.0,87.0,2.684768915176392,19.0,2.0,336.0,87.0,91.0,85.0,-2.0,-8.382740201062404,41.0,0.05751121396527466,5.0782375323621824,0.8239679202480108
87.0,85.0,5.316971778869629,20.0,2.0,91.0,110.0,214.0,122.0,12.0,9.268616250095022,-23.0,-0.8395797888666693,2.4642165274649606,1.2787722988465864
110.0,122.0,5.536965131759644,21.0,2.0,214.0,60.0,78.0,60.0,0.0,1.570171024060926,50.0,0.012222232832538059,1.9943642557180619,0.5664769505184893
60.0,60.0,10.684170961380003,22.0,2.0,78.0,30.0,188.0,4.0,-26.0,-28.616883444484074,30.0,0.34137578461533263,-0.6499682061304933,-0.6381037378780758
30.0,4.0,2.618589162826538,23.0,2.0,188.0,88.0,342.0,92.0,4.0,-2.2633724102101382,-58.0,-0.003298880683363662,1.9771963442396925,-0.27103574977823525
88.0,92.0,5.231244087219238,24.0,2.0,342.0,97.0,102.0,83.0,-14.0,-18.67551140376537,-9.0,-1.582671771926602,3.9527795770344296,-0.2102370603038264
97.0,83.0,6.765024662017822,25.0,2.0,102.0,33.0,44.0,34.0,1.0,-2.0597733493875126,64.0,0.001288848904341217,2.1671304007963195,-0.21423367693583265
33.0,34.0,3.785314083099365,26.0,2.0,44.0,41.0,145.0,37.0,-4.0,-5.060492060240222,-8.0,-1.4989201538325956,2.39918814589536,-1.1851444465619736
41.0,37.0,4.437113046646118,27.0,2.0,145.0,16.0,252.0,9.0,-7.0,-2.0475817607273967,25.0,0.6673113001259838,-2.918037134691259,-0.7621096361310835
16.0,9.0,3.6660759449005127,28.0,2.0,252.0,20.0,72.0,19.0,-1.0,2.1273550730262514,-4.0,-0.8977886287996976,2.21165148496752,-0.4704485452375008
20.0,19.0,4.001228094100951,29.0,2.0,72.0,130.0,127.0,4.0,22.0,26.173792211014586,38.0,0.09588107978981787,2.0356882640116387,-0.8491710613317655
130.0,4.0,5.93735671043396,30.0,2.0,127.0,91.0,256.0,111.0,20.0,14.205861869819785,39.0,0.08096041993432934,0.2449132376330903,-1.301190915583347
91.0,111.0,4.33807897567749,31.0,2.0,256.0,12.0,261.0,13.0,1.0,5.677811647110218,-69.0,-0.0005385992224611185,1.7856002573638237,-1.4309078037610674
12.0,13.0,4.3033461570739755,32.0,2.0,261.0,125.0,8.0,126.0,1.0,3.708217719403649,35.0,0.15754614189335747,0.6359572938551467,-1.7289376798714513
125.0,126.0,7.0365540981292725,33.0,2.0,8.0,62.0,283.0,64.0,2.0,2.8010362379754383,63.0,0.0015091530938714831,1.691172282844739,-1.6161094180331643
62.0,64.0,3.771078824996948,34.0,2.0,283.0,146.0,164.0,143.0,-3.0,-2.72609400957316,64.0,0.001288848904341217,1.105017922643746,-1.48123662446044
146.0,143.0,3.969896078109741,35.0,2.0,164.0,32.0,312.0,32.0,0.0,-2.999876494375229,-34.0,-0.18505335371896783,1.1059002796039916,-1.7526784130243218
32.0,32.0,4.318687915802002,36.0,2.0,312.0,93.0,47.0,95.0,2.0,-3.4259610051879577,-61.0,-0.002062096633576252,1.4389938272393072,-1.4159754801439102
93.0,95.0,3.1365087032318115,37.0,2.0,47.0,26.0,314.0,39.0,13.0,12.150506196763473,67.0,0.0007846553310094957,1.3663827775778907,-1.502351867650627
26.0,39.0,4.098663091659547,38.0,2.0,314.0,116.0,43.0,97.0,-19.0,-20.21295569087016,58.0,0.003298880683363662,-1.6723277126703633,-1.558959084783738
116.0,97.0,5.171708106994629,39.0,2.0,43.0,106.0,113.0,103.0,-3.0,-6.336142189537952,10.0,1.6387518237314218,0.8980550581761972,-2.1232076985873976
106.0,103.0,5.873474836349487,40.0,2.0,113.0,10.0,111.0,6.0,-4.0,-0.3019144894696666,-52.0,-0.008733733808062347,4.179681013511391,-1.1814182697441742
10.0,6.0,6.6159300804138175,41.0,2.0,111.0,64.0,85.0,62.0,-2.0,-2.09668938811501,-54.0,-0.006275814623407865,7.568943436579338,-1.1900943548247558
64.0,62.0,3.65054988861084,42.0,2.0,85.0,126.0,12.0,119.0,-7.0,-3.8748707987365947,-62.0,-0.0017645800969713495,-1.4207157910276538,-1.329656848958751
126.0,119.0,4.405416965484619,43.0,2.0,12.0,65.0,105.0,93.0,28.0,27.421441065194813,61.0,0.002062096633576252,6.0864977683991555,-2.045664236390669
65.0,93.0,4.8838050365448,44.0,2.0,105.0,18.0,137.0,143.0,-23.0,-18.760806684893993,47.0,0.02040289606276088,2.150226002460399,-2.6406009863244533
18.0,143.0,8.233204126358032,45.0,2.0,137.0,78.0,344.0,85.0,7.0,1.0039649486573694,-60.0,-0.002410022542403655,4.775399349087753,-3.697987486989287
78.0,85.0,5.133465051651001,46.0,2.0,344.0,48.0,51.0,43.0,-5.0,-3.224803221765228,30.0,0.34137578461533263,3.223177008057863,-1.6776900081557258
48.0,43.0,5.084997892379762,47.0,2.0,51.0,9.0,315.0,8.0,-1.0,2.0900529992448114,39.0,0.08096041993432934,0.2732042453497416,-0.42569758475264213
9.0,8.0,4.583908796310425,48.0,2.0,315.0,74.0,102.0,78.0,4.0,-0.7963095669536528,-65.0,-0.0010978201059787277,0.4797815035741545,-0.8439704807158916
74.0,78.0,5.314252853393555,49.0,2.0,102.0,7.0,159.0,12.0,5.0,6.9741981461061755,67.0,0.0007846553310094957,0.5379555740662099,-0.5632224476130916
7.0,12.0,13.469290971755981,50.0,2.0,159.0,61.0,2.0,66.0,5.0,6.204578535304734,-54.0,-0.006275814623407865,4.870513164731412,0.10859690990385928
61.0,66.0,5.0001957416534415,51.0,2.0,2.0,140.0,202.0,1.0,9.0,8.063686597149797,69.0,0.0005385992224611185,2.8544564646578627,0.4287288887722353
140.0,1.0,5.88267183303833,52.0,2.0,202.0,40.0,61.0,65.0,25.0,23.525434585873143,-48.0,-0.017183834213329263,3.8407477380952786,0.7397023284771205
40.0,65.0,4.548036813735962,53.0,2.0,61.0,6.0,87.0,145.0,-9.0,-7.321317046875571,34.0,0.18505335371896783,5.025962959105155,1.2262142899256647
6.0,145.0,3.0835421085357666,54.0,2.0,87.0,1.0,213.0,5.0,4.0,14.415687933953917,5.0,1.0846864509666254,3.223109527223325,1.3480199467041472
1.0,5.0,3.31613826751709,55.0,2.0,213.0,92.0,258.0,100.0,8.0,2.3868223956639554,57.0,0.003866019269489995,0.593964264791871,2.4014380183130792
92.0,100.0,4.8644769191741934,56.0,2.0,258.0,47.0,289.0,59.0,12.0,13.44058759668917,45.0,0.028813612302204892,3.0778797212203077,3.3820731995699895
47.0,59.0,7.584414005279541,57.0,2.0,289.0,133.0,143.0,128.0,-5.0,-1.1078810584062353,62.0,0.0017645800969713495,3.04262119142108,4.134915198392505
133.0,128.0,3.2676379680633545,58.0,2.0,143.0,113.0,93.0,106.0,-7.0,-9.09663722711133,20.0,1.1263704845366287,0.30967777512753564,4.528390457593938
113.0,106.0,2.4615519046783447,59.0,2.0,93.0,117.0,336.0,116.0,-1.0,-1.8559684803993264,-4.0,-0.8977886287996976,1.0596544615616887,4.528390457593938
117.0,116.0,5.3843090534210205,60.0,2.0,336.0,25.0,7.0,31.0,6.0,5.7619368176738135,-56.0,-0.004536853961841896,3.521908327672299,5.24273863555126
25.0,31.0,3.0799450874328613,61.0,2.0,7.0,134.0,127.0,123.0,-11.0,-7.466918705122623,39.0,0.08096041993432934,1.1722502506413253,4.307194541376632
134.0,123.0,5.569586753845215,62.0,2.0,127.0,52.0,60.0,44.0,-8.0,-5.371554440207319,-66.0,-0.000931143210374588,-0.8859706201070886,4.1513844427658455
52.0,44.0,3.7844300270080566,63.0,2.0,60.0,86.0,47.0,92.0,6.0,-0.4774011848072064,-34.0,-0.18505335371896783,-0.8884637852912933,3.9027506293773246
86.0,92.0,2.5303549766540527,64.0,2.0,47.0,119.0,233.0,113.0,-6.0,-6.052865848311569,-33.0,-0.2167514817592885,3.5243275283421145,5.2150560207772525
119.0,113.0,4.1486151218414316,65.0,2.0,233.0,112.0,110.0,111.0,-1.0,-3.3325486423117923,7.0,1.387358843585305,-2.071612512219286,6.160601942715904
112.0,111.0,4.6797521114349365,66.0,2.0,110.0,45.0,148.0,38.0,-7.0,-6.332500407472196,67.0,0.0007846553310094957,-3.4177548567728606,5.623635982102169
45.0,38.0,6.365141868591309,67.0,2.0,148.0,71.0,315.0,84.0,13.0,9.465177775252585,-26.0,-0.5896170446537395,2.365361228605047,3.5886353715426544
71.0,84.0,7.817201852798463,68.0,2.0,315.0,68.0,22.0,81.0,13.0,10.92015885310144,3.0,0.6914406183453509,3.9173289456670775,2.779040953344268
68.0,81.0,5.854883909225464,69.0,2.0,22.0,21.0,173.0,6.0,-15.0,-12.522772191301868,47.0,0.02040289606276088,1.84590492549748,2.7782263131727434
21.0,6.0,3.5493290424346924,70.0,2.0,173.0,24.0,263.0,32.0,8.0,8.417588147469218,-3.0,-0.6914406183453509,1.1501051185703168,1.9908705178420212
24.0,32.0,4.1294119358062735,71.0,2.0,263.0,66.0,345.0,65.0,-1.0,-2.073959544642946,-42.0,-0.04840973530807107,1.8932203230089502,
66.0,65.0,8.034113168716429,72.0,2.0,345.0,23.0,259.0,30.0,7.0,8.101280956733234,43.0,0.04072808097890689,0.07965267968297349,
23.0,30.0,5.82010293006897,73.0,2.0,259.0,67.0,99.0,47.0,-20.0,-21.576492068836103,-44.0,-0.034256808769993055,0.5558139057351091,
67.0,47.0,8.816597223281859,74.0,2.0,99.0,73.0,307.0,43.0,-30.0,-34.404973763676765,-6.0,-1.2487292853965442,2.5939622184440663,
73.0,43.0,2.499298095703125,75.0,2.0,307.0,5.0,175.0,7.0,2.0,3.7538707417394335,68.0,0.0006548173946654555,2.8973812848790153,
5.0,7.0,3.1488373279571533,76.0,2.0,175.0,55.0,80.0,53.0,-2.0,0.6642849115381182,-50.0,-0.012222232832538059,0.7028903114804141,
55.0,53.0,3.584882974624634,77.0,2.0,80.0,69.0,191.0,42.0,-27.0,-29.577869172719033,-14.0,-1.6150047384475372,2.432836350980393,
69.0,42.0,4.966572999954224,78.0,2.0,191.0,111.0,86.0,130.0,19.0,16.456942109657632,-42.0,-0.04840973530807107,2.1535273914883812,
111.0,130.0,2.7166390419006348,79.0,2.0,86.0,107.0,78.0,109.0,2.0,-1.1997140349458846,4.0,0.8977886287996976,2.0093969051599267,
107.0,109.0,3.65639877319336,80.0,2.0,78.0,127.0,145.0,128.0,1.0,4.495606101563169,-20.0,-1.1263704845366287,3.701407391245304,
